station,date,co,no2,o3,pm10,pm25,humidity,so2,year,month,day,day_of_week,,AQI_PM25,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,FINAL_AQI
IITH,1/19/2023,0.7175,2.686666667,7.565,62.04458333,39.66958333,57.78208333,6.48625,2023,1,19,Thursday,,65.64860632,62.04458333,3.358333333,8.1078125,35.875,7.565,65.64860632
IITH,1/20/2023,0.762916667,5.215833333,8.7925,63.12708333,39.97083333,58.54583333,6.560833333,2023,1,20,Friday,,66.15761494,63.12708333,6.519791667,8.201041667,38.14583333,8.7925,66.15761494
IITH,1/21/2023,0.618333333,2.740833333,8.832083333,63.28333333,40.45916667,57.45583333,6.077083333,2023,1,21,Saturday,,66.98272989,63.28333333,3.426041667,7.596354167,30.91666667,8.832083333,66.98272989
IITH,1/22/2023,0.752857143,2.408571429,6.178571429,64.02142857,40.54071429,61.10071429,6.671428571,2023,1,22,Sunday,,67.12051724,64.02142857,3.010714286,8.339285714,37.64285714,6.178571429,67.12051724
IITH,1/25/2023,0.845555556,3.232222222,14.71111111,79.40222222,56.94111111,42.31222222,7.362222222,2023,1,25,Wednesday,,94.83153257,79.40222222,4.040277778,9.202777778,42.27777778,14.71111111,94.83153257
IITH,1/26/2023,0.705416667,3.000416667,8.675833333,62.65416667,42.14708333,51.60416667,6.908333333,2023,1,26,Thursday,,69.83472701,62.65416667,3.750520833,8.635416667,35.27083333,8.675833333,69.83472701
IITH,1/27/2023,0.738333333,2.775416667,7.539583333,78.87041667,55.15916667,53.5575,5.673333333,2023,1,27,Friday,,91.82066092,78.87041667,3.469270833,7.091666667,36.91666667,7.539583333,91.82066092
IITH,1/28/2023,0.813333333,2.593333333,8.564583333,65.90916667,42.46541667,52.88583333,5.752916667,2023,1,28,Saturday,,70.37260057,65.90916667,3.241666667,7.191145833,40.66666667,8.564583333,70.37260057
IITH,1/29/2023,0.7375,2.740416667,9.375,69.34958333,46.35416667,54.08291667,6.128333333,2023,1,29,Sunday,,76.94324713,69.34958333,3.425520833,7.660416667,36.875,9.375,76.94324713
IITH,1/30/2023,0.631666667,2.769583333,8.78875,79.11,57.79208333,66.57708333,6.053333333,2023,1,30,Monday,,96.26938218,79.11,3.461979167,7.566666667,31.58333333,8.78875,96.26938218
IITH,1/31/2023,0.735416667,2.81375,7.525416667,74.09625,51.35041667,60.85708333,6.264166667,2023,1,31,Tuesday,,85.38518678,74.09625,3.5171875,7.830208333,36.77083333,7.525416667,85.38518678
KHAIRTHABAD,01-01-2023,0.614782609,6.499130435,15.3573913,92.51956522,57.40608696,101.0195652,11.97,2023,1,1,Sunday,,95.61718141,92.51956522,8.123913043,14.9625,30.73913043,15.3573913,95.61718141
KHAIRTHABAD,01-02-2023,0.464166667,6.502083333,16.3775,72.83083333,56.135,125.7179167,11.97791667,2023,1,2,Monday,,93.46948276,72.83083333,8.127604167,14.97239583,23.20833333,16.3775,93.46948276
KHAIRTHABAD,01-03-2023,0.53,6.539583333,11.56291667,77.23666667,57.86666667,57.09541667,11.97708333,2023,1,3,Tuesday,,96.3954023,77.23666667,8.174479167,14.97135417,26.5,11.56291667,96.3954023
KHAIRTHABAD,01-04-2023,0.767727273,8.390833333,11.81875,79.21333333,51.82166667,68.33791667,10.26541667,2023,1,4,Wednesday,,86.18143678,79.21333333,10.48854167,12.83177083,38.38636364,11.81875,86.18143678
KHAIRTHABAD,01-05-2023,0.420833333,7.988333333,13.21791667,79.225,62.15791667,80.01041667,7.084583333,2023,1,5,Thursday,,104.9528879,79.225,9.985416667,8.855729167,21.04166667,13.21791667,104.9528879
KHAIRTHABAD,01-06-2023,0.838333333,6.52625,10.57445646,81.00625,59.93208333,64.40757767,10.445,2023,1,6,Friday,,99.88524425,81.00625,8.1578125,13.05625,41.91666667,10.57445646,99.88524425
KHAIRTHABAD,01-07-2023,0.947083333,5.931666667,15.28458333,73.45083333,47.67458333,103.9934549,10.30291667,2023,1,7,Saturday,,79.17429598,73.45083333,7.414583333,12.87864583,47.35416667,15.28458333,79.17429598
KHAIRTHABAD,01-08-2023,0.7575,5.58125,12.76541667,70.73875,48.37958333,80.945,10.68166667,2023,1,8,Sunday,,80.36550287,70.73875,6.9765625,13.35208333,37.875,12.76541667,80.36550287
KHAIRTHABAD,01-09-2023,1.507916667,4.649583333,14.4025,89.85875,53.80208333,86.94083333,10.33,2023,1,9,Monday,,89.52765805,89.85875,5.811979167,12.9125,75.88791667,14.4025,89.85875
KHAIRTHABAD,01-10-2023,1.14375,4.855416667,13.93083333,75.63875,54.25875,45.36791667,10.50708333,2023,1,10,Tuesday,,90.29926724,75.63875,6.069270833,13.13385417,58.04375,13.93083333,90.29926724
KHAIRTHABAD,01-11-2023,1.322916667,6.515833333,10.6525,74.97,52.81375,65.24375,10.345,2023,1,11,Wednesday,,87.85771552,74.97,8.144791667,12.93125,66.82291667,10.6525,87.85771552
KHAIRTHABAD,01-12-2023,0.994583333,6.974583333,9.206666667,77.17208333,57.15958333,68.66,9.8475,2023,1,12,Thursday,,95.20067529,77.17208333,8.718229167,12.309375,49.72916667,9.206666667,95.20067529
KHAIRTHABAD,1/13/2023,0.8225,6.949583333,12.77208333,73.17083333,51.46583333,62.75875,9.855416667,2023,1,13,Friday,,85.58020115,73.17083333,8.686979167,12.31927083,41.125,12.77208333,85.58020115
KHAIRTHABAD,1/14/2023,0.6075,6.96875,9.683333333,70.79041667,45.78541667,64.34416667,9.861666667,2023,1,14,Saturday,,75.98225575,70.79041667,8.7109375,12.32708333,30.375,9.683333333,75.98225575
KHAIRTHABAD,1/15/2023,0.560416667,6.984166667,12.66625,69.85875,44.77208333,72.49916667,9.848333333,2023,1,15,Sunday,,74.27007184,69.85875,8.730208333,12.31041667,28.02083333,12.66625,74.27007184
KHAIRTHABAD,1/16/2023,0.519583333,5.884583333,15.7,69.80541667,42.75041667,101.2825,10.23791667,2023,1,16,Monday,,70.8541523,69.80541667,7.355729167,12.79739583,25.97916667,15.7,70.8541523
KHAIRTHABAD,1/17/2023,0.480833333,4.617083333,9.995833333,77.385,48.84541667,77.09833333,10.6675,2023,1,17,Tuesday,,81.15260057,77.385,5.771354167,13.334375,24.04166667,9.995833333,81.15260057
KHAIRTHABAD,1/18/2023,0.555416667,5.384583333,10.83125,71.63166667,48.87416667,67.65,10.49875,2023,1,18,Wednesday,,81.20117816,71.63166667,6.730729167,13.1234375,27.77083333,10.83125,81.20117816
KHAIRTHABAD,1/19/2023,0.526666667,6.415416667,12.83125,72.07833333,49.68958333,55.50041667,9.187083333,2023,1,19,Thursday,,82.57895115,72.07833333,8.019270833,11.48385417,26.33333333,12.83125,82.57895115
KHAIRTHABAD,1/20/2023,0.551666667,6.3925,9.459166667,71.42833333,49.83583333,57.8075,7.8275,2023,1,20,Friday,,82.82606322,71.42833333,7.990625,9.784375,27.58333333,9.459166667,82.82606322
KHAIRTHABAD,1/21/2023,0.555416667,6.23375,13.30916667,70.07666667,44.94958333,55.27958333,8.289166667,2023,1,21,Saturday,,74.56998563,70.07666667,7.7921875,10.36145833,27.77083333,13.30916667,74.56998563
KHAIRTHABAD,1/22/2023,0.737916667,5.6175,12.07375,70.58833333,47.51541667,56.01375,9.320416667,2023,1,22,Sunday,,78.9053592,70.58833333,7.021875,11.65052083,36.89583333,12.07375,78.9053592
KHAIRTHABAD,1/23/2023,0.504166667,5.474166667,12.1375,74.45,57.14375,63.83875,8.247916667,2023,1,23,Monday,,95.17392241,74.45,6.842708333,10.30989583,25.20833333,12.1375,95.17392241
KHAIRTHABAD,1/24/2023,0.37875,5.320833333,15.94208333,69.38541667,43.045,60.31333333,7.325,2023,1,24,Tuesday,,71.35189655,69.38541667,6.651041667,9.15625,18.9375,15.94208333,71.35189655
KHAIRTHABAD,1/25/2023,0.423333333,5.83125,9.135416667,73.19875,51.22166667,56.97833333,7.325833333,2023,1,25,Wednesday,,85.16764368,73.19875,7.2890625,9.157291667,21.16666667,9.135416667,85.16764368
KHAIRTHABAD,1/26/2023,0.451666667,6.224583333,11.67375,70.98041667,47.15375,53.4675,7.349583333,2023,1,26,Thursday,,78.29426724,70.98041667,7.780729167,9.186979167,22.58333333,11.67375,78.29426724
KHAIRTHABAD,1/27/2023,0.625,6.725,14.40333333,79.20833333,52.73958333,55.2175,8.706666667,2023,1,27,Friday,,87.73239943,79.20833333,8.40625,10.88333333,31.25,14.40333333,87.73239943
KHAIRTHABAD,1/28/2023,1.30875,6.932916667,11.65916667,72.56541667,50.97333333,50.67708333,10.0525,2023,1,28,Saturday,,84.74804598,72.56541667,8.666145833,12.565625,66.12875,11.65916667,84.74804598
KHAIRTHABAD,1/29/2023,0.67375,6.5575,14.27125,74.88625,54.41333333,51.31166667,9.884583333,2023,1,29,Sunday,,90.56045977,74.88625,8.196875,12.35572917,33.6875,14.27125,90.56045977
KHAIRTHABAD,1/30/2023,0.5475,6.1225,11.45833333,86.37666667,54.22708333,69.05041667,10.39375,2023,1,30,Monday,,90.24576149,86.37666667,7.653125,12.9921875,27.375,11.45833333,90.24576149
KHAIRTHABAD,1/31/2023,0.69375,5.617916667,11.75333333,75.99833333,55.25,62.76416667,10.99041667,2023,1,31,Tuesday,,91.97413793,75.99833333,7.022395833,13.73802083,34.6875,11.75333333,91.97413793
KOKAPET,01-01-2023,0.839130435,6.551304348,15.1273913,87.82869565,48.19913043,43.95173913,8.649565217,2023,1,1,Sunday,,80.0605997,87.82869565,8.189130435,10.81195652,41.95652174,15.1273913,87.82869565
KOKAPET,01-02-2023,0.840416667,6.546666667,16.61166667,82.4625,46.41541667,47.73666667,8.70875,2023,1,2,Monday,,77.04673851,82.4625,8.183333333,10.8859375,42.02083333,16.61166667,82.4625
KOKAPET,01-03-2023,0.857916667,6.525416667,14.84875,74.49041667,46.45708333,47.68666667,9.079166667,2023,1,3,Tuesday,,77.1171408,74.49041667,8.156770833,11.34895833,42.89583333,14.84875,77.1171408
KOKAPET,01-04-2023,0.85,6.326666667,11.1375,80.85041667,45.31916667,45.8425,9.148333333,2023,1,4,Wednesday,,75.19445402,80.85041667,7.908333333,11.43541667,42.5,11.1375,80.85041667
KOKAPET,01-05-2023,0.809583333,6.194166667,10.2875,83.89166667,46.03041667,54.70375,9.006666667,2023,1,5,Thursday,,76.39622126,83.89166667,7.742708333,11.25833333,40.47916667,10.2875,83.89166667
KOKAPET,01-06-2023,0.815416667,6.345416667,9.393593657,92.55541667,55.22041667,58.84833333,8.69125,2023,1,6,Friday,,91.9241523,92.55541667,7.931770833,10.8640625,40.77083333,9.393593657,92.55541667
KOKAPET,01-07-2023,0.798333333,5.7775,10.58458333,98.85583333,49.58791667,41.83708333,8.114166667,2023,1,7,Saturday,,82.40716954,98.85583333,7.221875,10.14270833,39.91666667,10.58458333,98.85583333
KOKAPET,01-08-2023,0.864583333,6.232916667,13.28375,100.6995833,47.88083333,33.51833333,8.88375,2023,1,8,Sunday,,79.52278736,100.8003943,7.791145833,11.1046875,43.22916667,13.28375,100.8003943
KOKAPET,01-09-2023,0.875,6.482916667,11.36083333,106.2183333,57.09541667,29.56,8.999166667,2023,1,9,Monday,,95.09225575,104.4672148,8.103645833,11.24895833,43.75,11.36083333,104.4672148
KOKAPET,01-10-2023,0.83375,6.4125,12.105,119.2191667,66.41291667,34.24,8.9175,2023,1,10,Tuesday,,119.4785776,113.1053523,8.015625,11.146875,41.6875,12.105,119.4785776
KOKAPET,01-11-2023,0.7925,6.227083333,9.897083333,98.44583333,52.10083333,36.325,8.27125,2023,1,11,Wednesday,,86.65313218,98.44583333,7.783854167,10.3390625,39.625,9.897083333,98.44583333
KOKAPET,01-12-2023,0.792083333,6.49125,11.95875,94.57458333,48.315,36.23916667,8.141666667,2023,1,12,Thursday,,80.25637931,94.57458333,8.1140625,10.17708333,39.60416667,11.95875,94.57458333
KOKAPET,1/13/2023,0.824166667,6.030416667,14.29666667,92.9325,46.84333333,37.92583333,8.975833333,2023,1,13,Friday,,77.76977011,92.9325,7.538020833,11.21979167,41.20833333,14.29666667,92.9325
KOKAPET,1/14/2023,0.892083333,6.23125,10.675,91.40333333,46.53416667,38.94166667,8.725833333,2023,1,14,Saturday,,77.24738506,91.40333333,7.7890625,10.90729167,44.60416667,10.675,91.40333333
KOKAPET,1/15/2023,0.89125,6.23875,11.59916667,92.28208333,46.35291667,41.82083333,8.750416667,2023,1,15,Sunday,,76.94113506,92.28208333,7.7984375,10.93802083,44.5625,11.59916667,92.28208333
KOKAPET,1/16/2023,0.840416667,7.082083333,14.41375,89.59583333,45.07291667,37.66333333,9.08625,2023,1,16,Monday,,74.77837644,89.59583333,8.852604167,11.3578125,42.02083333,14.41375,89.59583333
KOKAPET,1/17/2023,0.780833333,7.21125,8.26375,88.79958333,44.70416667,36.82291667,9.117916667,2023,1,17,Tuesday,,74.15531609,88.79958333,9.0140625,11.39739583,39.04166667,8.26375,88.79958333
KOKAPET,1/18/2023,0.770833333,6.310833333,11.90416667,87.63958333,43.73041667,40.66916667,8.95875,2023,1,18,Wednesday,,72.51001437,87.63958333,7.888541667,11.1984375,38.54166667,11.90416667,87.63958333
KOKAPET,1/19/2023,0.83875,6.24625,13.36625,89.76041667,44.68208333,41.06666667,8.656666667,2023,1,19,Thursday,,74.11800287,89.76041667,7.8078125,10.82083333,41.9375,13.36625,89.76041667
KOKAPET,1/20/2023,0.900416667,5.449583333,9.434583333,95.5475,50.07291667,43.56083333,8.244166667,2023,1,20,Friday,,83.2266523,95.5475,6.811979167,10.30520833,45.02083333,9.434583333,95.5475
KOKAPET,1/21/2023,0.827083333,4.762083333,13.59,98.7825,51.31916667,40.22041667,7.885,2023,1,21,Saturday,,85.33238506,98.7825,5.952604167,9.85625,41.35416667,13.59,98.7825
KOKAPET,1/22/2023,0.792352941,5.113529412,6.981176471,90.29235294,44.80235294,40.00235294,7.336470588,2023,1,22,Sunday,,74.32121704,90.29235294,6.391911765,9.170588235,39.61764706,6.981176471,90.29235294
KOKAPET,1/24/2023,0.512222222,4.706666667,16.16111111,108.67,61.61555556,33.23666667,6.421111111,2023,1,24,Tuesday,,103.1013793,106.0961745,5.883333333,8.026388889,25.61111111,16.16111111,106.0961745
KOKAPET,1/25/2023,0.580416667,5.415833333,10.04333333,88.55541667,46.0225,38.48791667,7.007083333,2023,1,25,Wednesday,,76.38284483,88.55541667,6.769791667,8.758854167,29.02083333,10.04333333,88.55541667
KOKAPET,1/26/2023,0.689583333,6.107916667,12.22541667,89.165,45.545,36.03,7.668333333,2023,1,26,Thursday,,75.57603448,89.165,7.634895833,9.585416667,34.47916667,12.22541667,89.165
KOKAPET,1/27/2023,0.772083333,5.71875,10.205,92.65166667,49.41041667,39.64833333,7.321666667,2023,1,27,Friday,,82.10725575,92.65166667,7.1484375,9.152083333,38.60416667,10.205,92.65166667
KOKAPET,1/28/2023,0.851666667,5.545,9.195,95.115,51.22291667,37.97958333,7.373333333,2023,1,28,Saturday,,85.16975575,95.115,6.93125,9.216666667,42.58333333,9.195,95.115
KOKAPET,1/29/2023,0.879583333,5.965416667,10.09291667,95.2675,52.10958333,38.28458333,7.99125,2023,1,29,Sunday,,86.66791667,95.2675,7.456770833,9.9890625,43.97916667,10.09291667,95.2675
KOKAPET,1/30/2023,0.871666667,6.514583333,11.30583333,94.31208333,51.19541667,51.04208333,7.8625,2023,1,30,Monday,,85.12329023,94.31208333,8.143229167,9.828125,43.58333333,11.30583333,94.31208333
KOKAPET,1/31/2023,0.822083333,6.304583333,10.06416667,91.45291667,48.10166667,44.28041667,7.985,2023,1,31,Tuesday,,79.89591954,91.45291667,7.880729167,9.98125,41.10416667,10.06416667,91.45291667
KOMPALLY,01-01-2023,0.64826087,5.251304348,16.0126087,69.74173913,49.12826087,61.75478261,9.226956522,2023,1,1,Sunday,,81.63050975,69.74173913,6.564130435,11.53369565,32.41304348,16.0126087,81.63050975
KOMPALLY,01-02-2023,0.617083333,4.03125,14.14666667,58.52,37.92375,68.62333333,8.389583333,2023,1,2,Monday,,62.69875,58.52,5.0390625,10.48697917,30.85416667,14.14666667,62.69875
KOMPALLY,01-03-2023,0.7275,4.109583333,16.1325,52.26875,19.47958333,67.36166667,8.059166667,2023,1,3,Tuesday,,32.46597222,52.26875,5.136979167,10.07395833,36.375,16.1325,52.26875
KOMPALLY,01-04-2023,0.78125,4.895833333,11.875,42.13583333,19.16958333,65.64875,8.277916667,2023,1,4,Wednesday,,31.94930556,42.13583333,6.119791667,10.34739583,39.0625,11.875,42.13583333
KOMPALLY,01-05-2023,0.788333333,4.319166667,12.24291667,49.69625,27.3525,71.99333333,7.3975,2023,1,5,Thursday,,45.5875,49.69625,5.398958333,9.246875,39.41666667,12.24291667,49.69625
KOMPALLY,01-06-2023,0.85375,3.707916667,9.091922515,61.11708333,36.40708333,82.18875,7.415416667,2023,1,6,Friday,,60.13610632,61.11708333,4.634895833,9.269270833,42.6875,9.091922515,61.11708333
KOMPALLY,01-07-2023,0.825416667,4.159583333,12.42375,58.70583333,34.05375,63.11416667,7.958333333,2023,1,7,Saturday,,56.15978448,58.70583333,5.199479167,9.947916667,41.27083333,12.42375,58.70583333
KOMPALLY,01-08-2023,0.894166667,5.218333333,15.51083333,55.41208333,32.415,44.50125,7.51125,2023,1,8,Sunday,,53.39086207,55.41208333,6.522916667,9.3890625,44.70833333,15.51083333,55.41208333
KOMPALLY,01-09-2023,0.870416667,4.87375,12.005,53.61708333,29.62541667,37.87791667,7.393333333,2023,1,9,Monday,,49.37569444,53.61708333,6.0921875,9.241666667,43.52083333,12.005,53.61708333
KOMPALLY,01-10-2023,0.80375,3.79375,13.05,56.37041667,33.10625,41.23833333,7.28875,2023,1,10,Tuesday,,54.55883621,56.37041667,4.7421875,9.1109375,40.1875,13.05,56.37041667
KOMPALLY,01-11-2023,0.845,4.38625,12.11833333,60.11166667,37.00125,46.55791667,7.705416667,2023,1,11,Wednesday,,61.1400431,60.11166667,5.4828125,9.631770833,42.25,12.11833333,61.1400431
KOMPALLY,01-12-2023,0.79,4.360434783,10.84608696,57.45173913,35.84565217,50.07130435,7.335217391,2023,1,12,Thursday,,59.18748126,57.45173913,5.450543478,9.169021739,39.5,10.84608696,59.18748126
KOMPALLY,1/13/2023,0.660666667,4.478,11.46133333,53.85666667,31.952,58.702,6.518,2023,1,13,Friday,,52.60855172,53.85666667,5.5975,8.1475,33.03333333,11.46133333,53.85666667
KOMPALLY,1/14/2023,0.7875,5.435833333,12.58666667,69.51416667,41.17083333,38.95583333,7.871666667,2023,1,14,Saturday,,68.18520115,69.51416667,6.794791667,9.839583333,39.375,12.58666667,69.51416667
KOMPALLY,1/15/2023,0.792916667,5.4125,11.25208333,56.83083333,33.09208333,57.20375,7.904166667,2023,1,15,Sunday,,54.53489943,56.83083333,6.765625,9.880208333,39.64583333,11.25208333,56.83083333
KOMPALLY,1/16/2023,0.845,5.397916667,14.44833333,50.995,27.08125,52.93,7.905833333,2023,1,16,Monday,,45.13541667,50.995,6.747395833,9.882291667,42.25,14.44833333,50.995
KOMPALLY,1/17/2023,0.805416667,4.338333333,9.20125,50.05333333,26.97541667,52.865,8.031666667,2023,1,17,Tuesday,,44.95902778,50.05333333,5.422916667,10.03958333,40.27083333,9.20125,50.05333333
KOMPALLY,1/18/2023,0.770416667,3.17375,9.988333333,52.18,27.36625,59.28125,7.934166667,2023,1,18,Wednesday,,45.61041667,52.18,3.9671875,9.917708333,38.52083333,9.988333333,52.18
KOMPALLY,1/19/2023,0.8075,4.095833333,14.7325,52.55291667,28.35083333,58.05833333,7.86375,2023,1,19,Thursday,,47.25138889,52.55291667,5.119791667,9.8296875,40.375,14.7325,52.55291667
KOMPALLY,1/20/2023,0.827083333,4.82125,9.746666667,53.40041667,30.72791667,58.72875,7.520833333,2023,1,20,Friday,,50.54027299,53.40041667,6.0265625,9.401041667,41.35416667,9.746666667,53.40041667
KOMPALLY,1/21/2023,0.83625,4.989583333,12.76583333,52.95083333,29.27625,56.8825,7.950416667,2023,1,21,Saturday,,48.79375,52.95083333,6.236979167,9.938020833,41.8125,12.76583333,52.95083333
KOMPALLY,1/22/2023,0.780416667,6.223333333,9.314583333,53.89166667,30.19166667,56.02125,8.3675,2023,1,22,Sunday,,49.6341954,53.89166667,7.779166667,10.459375,39.02083333,9.314583333,53.89166667
KOMPALLY,1/23/2023,0.804285714,6.257142857,11.45428571,56.04928571,33.78857143,76.99642857,8.206428571,2023,1,23,Monday,,55.71172414,56.04928571,7.821428571,10.25803571,40.21428571,11.45428571,56.04928571
KOMPALLY,1/25/2023,0.756666667,4.445,14.86416667,78.98083333,45.31,50.80916667,8.468333333,2023,1,25,Wednesday,,75.17896552,78.98083333,5.55625,10.58541667,37.83333333,14.86416667,78.98083333
KOMPALLY,1/26/2023,0.7525,4.442916667,13.48833333,73.35625,36.40666667,54.90875,8.456666667,2023,1,26,Thursday,,60.1354023,73.35625,5.553645833,10.57083333,37.625,13.48833333,73.35625
KOMPALLY,1/27/2023,0.790416667,4.1025,8.395,75.03333333,37.61875,54.25416667,7.90375,2023,1,27,Friday,,62.18340517,75.03333333,5.128125,9.8796875,39.52083333,8.395,75.03333333
KOMPALLY,1/28/2023,0.824166667,3.847916667,10.235,75.67291667,38.81875,48.14458333,6.7425,2023,1,28,Saturday,,64.21099138,75.67291667,4.809895833,8.428125,41.20833333,10.235,75.67291667
KOMPALLY,1/29/2023,0.8125,4.321666667,10.20625,84.21125,46.88166667,52.13708333,6.356666667,2023,1,29,Sunday,,77.83454023,84.21125,5.402083333,7.945833333,40.625,10.20625,84.21125
KOMPALLY,1/30/2023,0.65375,6.46875,10.20291667,82.35333333,44.03458333,69.14958333,7.686666667,2023,1,30,Monday,,73.02395115,82.35333333,8.0859375,9.608333333,32.6875,10.20291667,82.35333333
KOMPALLY,1/31/2023,0.581764706,7.147647059,18.05941176,69.62470588,32.37470588,66.00470588,8.123529412,2023,1,31,Tuesday,,53.3227789,69.62470588,8.934558824,10.15441176,29.08823529,18.05941176,69.62470588
MALAKPET,01-01-2023,0.750434783,5.409565217,10.7073913,72.76217391,50.62565217,48.7473913,9.892173913,2023,1,1,Sunday,,84.16058471,72.76217391,6.761956522,12.36521739,37.52173913,10.7073913,84.16058471
MALAKPET,01-02-2023,0.7625,5.418333333,12.64375,72.59541667,46.62958333,54.09125,9.900416667,2023,1,2,Monday,,77.40860632,72.59541667,6.772916667,12.37552083,38.125,12.64375,77.40860632
MALAKPET,01-03-2023,0.702083333,5.37375,13.5375,70.16166667,42.78458333,53.44041667,9.889166667,2023,1,3,Tuesday,,70.91188218,70.16166667,6.7171875,12.36145833,35.10416667,13.5375,70.91188218
MALAKPET,01-04-2023,0.806190476,5.384583333,11.43208333,68.76,44.29833333,51.51375,10.08791667,2023,1,4,Wednesday,,73.4695977,68.76,6.730729167,12.60989583,40.30952381,11.43208333,73.4695977
MALAKPET,01-05-2023,0.825652174,5.183333333,18.23208333,76.68208333,46.91333333,59.64416667,10.81916667,2023,1,5,Thursday,,77.88804598,76.68208333,6.479166667,13.52395833,41.2826087,18.23208333,77.88804598
MALAKPET,01-06-2023,1.30625,5.333333333,9.250300256,74.05583333,48.26875,65.45416667,10.85875,2023,1,6,Friday,,80.17823276,74.05583333,6.666666667,13.5734375,66.00625,9.250300256,80.17823276
MALAKPET,01-07-2023,4.880833333,6.181666667,14.32041667,103.8641667,53.66666667,46.83708333,10.06083333,2023,1,7,Saturday,,89.29885057,102.9030369,7.727083333,12.57604167,136.6503125,14.32041667,136.6503125
MALAKPET,01-08-2023,0.968333333,6.537916667,12.09791667,71.97166667,45.51208333,32.70583333,10.26125,2023,1,8,Sunday,,75.52041667,71.97166667,8.172395833,12.8265625,48.41666667,12.09791667,75.52041667
MALAKPET,01-09-2023,1.0225,6.64875,15.68083333,86.49583333,50.37,31.5925,10.75666667,2023,1,9,Monday,,83.72862069,86.49583333,8.3109375,13.44583333,52.1025,15.68083333,86.49583333
MALAKPET,01-10-2023,1.245833333,5.614166667,12.35208333,75.14708333,53.71625,36.355,10.53083333,2023,1,10,Tuesday,,89.38262931,75.14708333,7.017708333,13.16354167,63.04583333,12.35208333,89.38262931
MALAKPET,01-11-2023,1.150833333,5.504166667,12.41083333,80.03125,54.90166667,36.83666667,10.89583333,2023,1,11,Wednesday,,91.38557471,80.03125,6.880208333,13.61979167,58.39083333,12.41083333,91.38557471
MALAKPET,01-12-2023,1.023333333,4.214583333,12.15583333,82.4025,59.54625,38.96416667,10.82958333,2023,1,12,Thursday,,99.23331897,82.4025,5.268229167,13.53697917,52.14333333,12.15583333,99.23331897
MALAKPET,1/13/2023,1.122083333,3.177916667,14.35166667,76.47791667,49.82291667,42.27666667,10.2825,2023,1,13,Friday,,82.80423851,76.47791667,3.972395833,12.853125,56.98208333,14.35166667,82.80423851
MALAKPET,1/14/2023,1.249583333,4.0025,9.6975,70.67125,46.73,44.04666667,10.64625,2023,1,14,Saturday,,77.57827586,70.67125,5.003125,13.3078125,63.22958333,9.6975,77.57827586
MALAKPET,1/15/2023,1.023333333,3.994583333,13.13833333,71.8225,47.57375,45.90791667,10.19666667,2023,1,15,Sunday,,79.00392241,71.8225,4.993229167,12.74583333,52.14333333,13.13833333,79.00392241
MALAKPET,1/16/2023,0.773809524,5.057083333,14.64125,68.8325,41.8275,41.54833333,10.12375,2023,1,16,Monday,,69.29474138,68.8325,6.321354167,12.6546875,38.69047619,14.64125,69.29474138
MALAKPET,1/17/2023,0.713333333,6.315833333,8.17625,68.55583333,42.98458333,40.69875,10.2875,2023,1,17,Tuesday,,71.24981322,68.55583333,7.894791667,12.859375,35.66666667,8.17625,71.24981322
MALAKPET,1/18/2023,0.747083333,4.515833333,13.82083333,70.18625,43.30708333,46.61416667,8.89875,2023,1,18,Wednesday,,71.79472701,70.18625,5.644791667,11.1234375,37.35416667,13.82083333,71.79472701
MALAKPET,1/19/2023,0.776666667,2.68375,7.2125,70.69708333,46.18833333,46.11708333,6.394166667,2023,1,19,Thursday,,76.66304598,70.69708333,3.3546875,7.992708333,38.83333333,7.2125,76.66304598
MALAKPET,1/20/2023,0.75875,2.93875,9.017083333,71.56875,45.1575,47.69125,7.229166667,2023,1,20,Friday,,74.9212931,71.56875,3.6734375,9.036458333,37.9375,9.017083333,74.9212931
MALAKPET,1/21/2023,0.705833333,3.1425,7.079583333,70.18208333,45.28125,43.92458333,6.83125,2023,1,21,Saturday,,75.13038793,70.18208333,3.928125,8.5390625,35.29166667,7.079583333,75.13038793
MALAKPET,1/22/2023,0.81375,2.737083333,9.475416667,82.51333333,41.25083333,44.995,7.667083333,2023,1,22,Sunday,,68.32037356,82.51333333,3.421354167,9.583854167,40.6875,9.475416667,82.51333333
MALAKPET,1/23/2023,0.75125,3.264583333,8.22,79.11083333,28.26583333,50.65708333,6.653333333,2023,1,23,Monday,,47.10972222,79.11083333,4.080729167,8.316666667,37.5625,8.22,79.11083333
MALAKPET,1/24/2023,0.702083333,2.6675,8.54125,89.69083333,31.70541667,48.1125,6.735416667,2023,1,24,Tuesday,,52.19191092,89.69083333,3.334375,8.419270833,35.10416667,8.54125,89.69083333
MALAKPET,1/25/2023,0.92625,2.448333333,12.95958333,88.97833333,31.52916667,45.48333333,7.380416667,2023,1,25,Wednesday,,51.8941092,88.97833333,3.060416667,9.225520833,46.3125,12.95958333,88.97833333
MALAKPET,1/26/2023,0.919583333,2.412916667,12.50208333,90.38833333,34.69083333,43.13708333,8.629583333,2023,1,26,Thursday,,57.23623563,90.38833333,3.016145833,10.78697917,45.97916667,12.50208333,90.38833333
MALAKPET,1/27/2023,1.099583333,4.37375,10.12458333,91.21958333,30.70291667,44.50375,9.668333333,2023,1,27,Friday,,50.49803161,91.21958333,5.4671875,12.08541667,55.87958333,10.12458333,91.21958333
